datetime,substation,feeder,FVHI,FVHD,FVLI,FVLD,FVSM,FCHI,FCHD,FCLI,FCLD,FCSM
2024-01-25 02:00,Sub2,F1,345,113,74,87,59,260,91,67,59,30
2024-01-25 03:00,Sub2,F1,325,130,85,22,35,258,88,70,74,40
2024-01-25 04:00,Sub2,F1,326,122,79,78,35,229,135,72,87,38
2024-01-25 05:00,Sub2,F1,305,134,87,61,43,261,168,51,40,12
2024-01-25 06:00,Sub2,F1,316,133,86,81,13,213,142,73,65,40
2024-01-25 07:00,Sub2,F1,314,144,94,80,37,267,92,96,75,46
2024-01-25 08:00,Sub2,F1,329,114,75,61,24,331,156,82,87,11
2024-01-25 09:00,Sub2,F1,327,134,89,94,52,223,93,104,18,35
2024-01-25 10:00,Sub2,F1,311,121,80,47,52,226,160,57,64,28
2024-01-25 11:00,Sub2,F1,279,109,69,76,57,207,100,54,48,10
2024-01-25 12:00,Sub2,F1,333,107,70,50,16,348,157,101,44,46
2024-01-25 13:00,Sub2,F1,288,129,81,56,23,245,71,121,34,34
2024-01-25 14:00,Sub2,F1,338,121,81,31,30,345,90,83,70,18
2024-01-25 15:00,Sub2,F1,316,116,74,35,35,323,146,43,70,22
2024-01-25 16:00,Sub2,F1,321,129,83,80,16,269,154,127,42,29
2024-01-25 17:00,Sub2,F1,339,104,67,69,37,332,166,133,85,9
2024-01-25 18:00,Sub2,F1,312,138,90,54,28,300,141,132,40,5
2024-01-25 19:00,Sub2,F1,307,116,74,89,58,210,101,57,55,40
2024-01-25 20:00,Sub2,F1,293,132,86,48,28,234,80,126,51,24
2024-01-25 21:00,Sub2,F1,319,120,88,36,53,267,177,94,84,37
2024-01-25 22:00,Sub2,F1,307,120,76,31,39,338,178,138,72,39
2024-01-25 23:00,Sub2,F1,337,95,63,41,17,226,140,54,73,45
2024-01-26 00:00,Sub2,F1,298,137,88,31,51,224,127,123,49,8
2024-01-26 01:00,Sub2,F1,320,118,76,56,31,293,118,113,80,18
2024-01-26 02:00,Sub2,F1,290,119,76,37,18,257,105,42,31,15
2024-01-26 03:00,Sub2,F1,337,110,72,84,16,285,105,105,86,48
2024-01-26 04:00,Sub2,F1,295,132,84,34,55,275,79,139,64,14
2024-01-26 05:00,Sub2,F1,288,127,81,46,33,292,73,89,84,25
2024-01-26 06:00,Sub2,F1,317,125,82,93,51,247,154,102,80,40
2024-01-26 07:00,Sub2,F1,320,132,87,87,59,259,161,69,56,15
2024-01-26 08:00,Sub2,F1,305,132,84,54,51,273,138,99,17,41
2024-01-26 09:00,Sub2,F1,324,92,60,41,28,202,152,48,50,14
2024-01-26 10:00,Sub2,F1,320,139,89,86,17,275,106,87,26,24
2024-01-26 11:00,Sub2,F1,315,136,89,75,53,246,162,82,79,22
2024-01-26 12:00,Sub2,F1,306,128,85,87,51,221,114,114,58,40
2024-01-26 13:00,Sub2,F1,330,111,70,48,10,230,105,78,35,28
2024-01-26 14:00,Sub2,F1,311,120,78,53,30,325,105,63,68,37
2024-01-26 15:00,Sub2,F1,305,133,85,45,36,332,83,127,27,43
2024-01-26 16:00,Sub2,F1,293,125,79,86,37,334,123,72,27,37
2024-01-26 17:00,Sub2,F1,327,123,80,95,54,291,126,116,60,22
2024-01-26 18:00,Sub2,F1,309,124,104,50,37,265,179,70,64,9
2024-01-26 19:00,Sub2,F1,320,128,82,37,59,256,135,133,77,28
2024-01-26 20:00,Sub2,F1,282,130,83,66,25,332,139,51,50,46
2024-01-26 21:00,Sub2,F1,310,125,81,36,35,250,106,98,57,19
2024-01-26 22:00,Sub2,F1,315,134,88,97,57,338,92,43,29,31
2024-01-26 23:00,Sub2,F1,296,109,69,56,47,307,143,105,20,28
2024-01-27 00:00,Sub2,F1,320,127,82,91,18,344,119,80,15,21
2024-01-27 01:00,Sub2,F1,308,119,77,47,22,255,179,112,50,44
2024-01-27 02:00,Sub2,F1,321,117,95,66,17,254,133,105,42,9
2024-01-27 03:00,Sub2,F1,336,113,73,93,16,294,172,131,47,26
2024-01-27 04:00,Sub2,F1,309,125,80,73,35,214,168,43,61,33
2024-01-27 05:00,Sub2,F1,301,126,80,23,21,304,154,92,87,20
2024-01-27 06:00,Sub2,F1,274,114,72,77,17,255,169,132,28,43
2024-01-27 07:00,Sub2,F1,325,137,90,66,32,222,154,118,53,40
2024-01-27 08:00,Sub2,F1,305,118,75,49,40,233,74,95,15,39
2024-01-27 09:00,Sub2,F1,320,134,87,39,37,216,81,111,54,16
2024-01-27 10:00,Sub2,F1,292,112,73,39,16,343,142,96,32,39
2024-01-27 11:00,Sub2,F1,298,131,85,94,49,206,160,70,15,38
2024-01-27 12:00,Sub2,F1,337,116,77,84,21,224,157,133,71,40
2024-01-27 13:00,Sub2,F1,313,118,76,25,52,297,86,80,32,43
2024-01-27 14:00,Sub2,F1,301,110,69,57,48,269,134,76,30,19
2024-01-27 15:00,Sub2,F1,310,105,67,27,53,255,101,91,72,20
2024-01-27 16:00,Sub2,F1,303,139,89,47,18,208,91,101,27,7
2024-01-27 17:00,Sub2,F1,332,128,83,48,48,278,80,73,77,48
2024-01-27 18:00,Sub2,F1,329,132,88,69,32,291,179,134,80,45
2024-01-27 19:00,Sub2,F1,324,112,74,32,30,314,162,96,81,20
2024-01-27 20:00,Sub2,F1,286,114,73,31,41,202,168,66,56,26
2024-01-27 21:00,Sub2,F1,295,136,106,37,51,236,88,79,52,23
2024-01-27 22:00,Sub2,F1,317,121,78,44,46,349,112,76,40,24
2024-01-27 23:00,Sub2,F1,300,143,92,77,36,239,138,84,87,42
2024-01-28 00:00,Sub2,F1,318,144,96,55,26,211,107,60,61,48
2024-01-28 01:00,Sub2,F1,293,148,93,21,15,258,167,71,56,15
2024-01-28 02:00,Sub2,F1,333,116,77,84,50,288,100,81,68,48
2024-01-28 03:00,Sub2,F1,332,123,81,28,52,323,110,43,30,48
2024-01-28 04:00,Sub2,F1,304,127,85,76,21,238,80,92,60,28
2024-01-28 05:00,Sub2,F1,335,153,100,40,52,256,166,111,82,33
2024-01-28 06:00,Sub2,F1,319,131,85,51,21,263,110,41,84,27
2024-01-28 07:00,Sub2,F1,317,111,72,78,56,248,113,42,63,47
2024-01-28 08:00,Sub2,F1,321,139,90,75,44,252,107,69,37,31
2024-01-28 09:00,Sub2,F1,295,138,100,74,11,329,120,61,68,37
2024-01-28 10:00,Sub2,F1,322,112,73,63,57,266,178,56,60,26
2024-01-28 11:00,Sub2,F1,317,126,82,91,47,349,76,106,23,23
2024-01-28 12:00,Sub2,F1,292,111,70,84,37,266,150,68,45,34
2024-01-28 13:00,Sub2,F1,294,127,81,80,57,296,76,77,27,40
2024-01-28 14:00,Sub2,F1,297,123,80,81,53,340,141,109,44,8
2024-01-28 15:00,Sub2,F1,315,129,84,87,52,307,169,91,76,10
2024-01-28 16:00,Sub2,F1,304,129,82,20,30,232,74,60,87,42
2024-01-28 17:00,Sub2,F1,309,129,84,94,35,276,113,111,40,34
2024-01-28 18:00,Sub2,F1,299,116,73,34,39,343,100,114,15,39
2024-01-28 19:00,Sub2,F1,315,128,83,96,13,256,123,85,79,47
2024-01-28 20:00,Sub2,F1,352,114,75,44,27,331,148,99,70,21
2024-01-28 21:00,Sub2,F1,322,115,75,38,21,204,118,127,84,43
2024-01-28 22:00,Sub2,F1,317,107,70,28,56,262,162,92,68,23
2024-01-28 23:00,Sub2,F1,326,122,78,81,28,251,86,64,30,30
2024-01-29 00:00,Sub2,F1,326,125,83,56,27,315,91,92,87,21
2024-01-29 01:00,Sub2,F1,307,119,76,54,18,261,112,139,62,43
2024-01-29 02:00,Sub2,F1,310,108,69,94,28,348,177,133,15,31
2024-01-29 03:00,Sub2,F1,318,117,75,36,50,319,142,67,70,44
2024-01-29 04:00,Sub2,F1,326,99,63,92,11,248,165,138,84,5
2024-01-29 05:00,Sub2,F1,341,100,65,93,38,255,116,86,20,47
2024-01-29 06:00,Sub2,F1,297,134,87,28,32,223,157,136,73,24
2024-01-29 07:00,Sub2,F1,327,106,66,42,14,263,149,76,75,45
2024-01-29 08:00,Sub2,F1,299,134,88,85,53,325,133,125,37,10
2024-01-29 09:00,Sub2,F1,337,126,83,31,40,298,170,85,21,44
2024-01-29 10:00,Sub2,F1,317,116,76,28,59,349,74,72,42,47
2024-01-29 11:00,Sub2,F1,298,135,86,22,21,323,93,57,53,27
2024-01-29 12:00,Sub2,F1,304,125,81,66,56,325,99,132,53,29
2024-01-29 13:00,Sub2,F1,297,109,71,35,22,268,103,80,59,36
2024-01-29 14:00,Sub2,F1,295,116,75,37,28,258,98,114,56,20
2024-01-29 15:00,Sub2,F1,291,104,67,22,22,241,170,104,74,12
2024-01-29 16:00,Sub2,F1,314,110,70,38,13,310,172,60,46,15
2024-01-29 17:00,Sub2,F1,316,108,70,22,32,217,120,44,52,28
2024-01-29 18:00,Sub2,F1,320,131,86,20,57,325,144,59,65,23
2024-01-29 19:00,Sub2,F1,308,136,90,62,39,253,76,111,47,23
2024-01-29 20:00,Sub2,F1,299,122,81,87,38,332,94,108,83,34
2024-01-29 21:00,Sub2,F1,307,119,77,80,35,209,109,138,80,27
2024-01-29 22:00,Sub2,F1,300,121,78,47,55,317,177,66,84,12
2024-01-29 23:00,Sub2,F1,330,127,83,49,51,261,141,110,47,40
2024-01-30 00:00,Sub2,F1,306,135,88,52,20,264,142,97,84,13
2024-01-30 01:00,Sub2,F1,295,120,77,83,59,334,114,59,86,39
2024-01-30 02:00,Sub2,F1,329,140,92,66,24,217,92,80,54,11
2024-01-30 03:00,Sub2,F1,334,128,103,31,23,207,82,87,87,33
2024-01-30 04:00,Sub2,F1,301,120,78,42,30,285,176,88,59,49
2024-01-30 05:00,Sub2,F1,298,124,79,61,40,312,70,126,28,35
2024-01-30 06:00,Sub2,F1,292,111,69,97,16,315,179,108,35,34
2024-01-30 07:00,Sub2,F1,287,131,84,80,50,292,117,68,40,48
2024-01-30 08:00,Sub2,F1,309,123,80,70,41,215,145,92,78,46
2024-01-30 09:00,Sub2,F1,335,124,82,80,51,258,170,43,22,26
2024-01-30 10:00,Sub2,F1,292,118,75,60,40,347,120,129,75,8
2024-01-30 11:00,Sub2,F1,314,135,88,89,22,337,147,101,61,22
2024-01-30 12:00,Sub2,F1,316,115,75,61,52,201,146,95,18,44
2024-01-30 13:00,Sub2,F1,312,113,72,37,29,301,135,80,72,30
2024-01-30 14:00,Sub2,F1,297,129,84,65,22,317,98,75,23,22
2024-01-30 15:00,Sub2,F1,318,119,87,68,32,349,124,61,77,40
2024-01-30 16:00,Sub2,F1,315,124,80,70,37,212,94,69,25,19
2024-01-30 17:00,Sub2,F1,323,116,76,65,23,265,171,95,72,40
2024-01-30 18:00,Sub2,F1,329,115,74,79,25,288,103,45,62,48
2024-01-30 19:00,Sub2,F1,297,130,83,78,22,293,175,93,36,13
2024-01-30 20:00,Sub2,F1,312,113,72,83,47,258,173,72,70,8
2024-01-30 21:00,Sub2,F1,293,119,77,61,18,283,144,82,45,17
2024-01-30 22:00,Sub2,F1,316,123,79,38,58,281,81,129,60,49
2024-01-30 23:00,Sub2,F1,316,109,70,63,56,218,79,52,83,15
2024-01-01 00:00,Sub2,F2,325,169,113,56,29,323,116,116,20,21
2024-01-01 01:00,Sub2,F2,320,162,105,50,38,333,79,77,28,44
2024-01-01 02:00,Sub2,F2,336,142,94,79,17,226,83,84,82,17
2024-01-01 03:00,Sub2,F2,325,146,97,38,54,323,74,81,18,25
2024-01-01 04:00,Sub2,F2,341,141,95,58,45,209,131,62,35,26
2024-01-01 05:00,Sub2,F2,323,165,108,94,29,218,88,128,52,33
2024-01-01 06:00,Sub2,F2,359,162,111,54,33,268,171,58,51,47
2024-01-01 07:00,Sub2,F2,328,160,106,60,44,346,90,70,41,9
2024-01-01 08:00,Sub2,F2,334,164,110,89,21,321,97,80,87,26
2024-01-01 09:00,Sub2,F2,339,156,104,22,43,289,98,56,72,48
2024-01-01 10:00,Sub2,F2,340,142,93,24,44,263,99,66,35,9
2024-01-01 11:00,Sub2,F2,364,148,100,90,16,228,121,62,55,45
2024-01-01 12:00,Sub2,F2,301,165,107,61,58,224,75,80,65,20
2024-01-01 13:00,Sub2,F2,303,159,102,77,18,241,144,132,21,14
2024-01-01 14:00,Sub2,F2,323,149,98,43,19,258,76,118,85,19
2024-01-01 15:00,Sub2,F2,287,161,104,72,32,208,79,108,46,27
2024-01-01 16:00,Sub2,F2,340,165,111,49,38,246,117,66,32,24
2024-01-01 17:00,Sub2,F2,339,167,113,28,56,214,85,60,41,27
2024-01-01 18:00,Sub2,F2,341,165,136,31,59,329,176,119,52,49
2024-01-01 19:00,Sub2,F2,333,145,95,45,46,284,102,59,81,13
2024-01-01 20:00,Sub2,F2,342,141,93,90,22,200,110,89,71,48
2024-01-01 21:00,Sub2,F2,345,162,111,47,21,346,127,126,31,30
2024-01-01 22:00,Sub2,F2,329,170,114,90,31,300,109,62,45,42
2024-01-01 23:00,Sub2,F2,314,179,118,70,34,314,98,41,80,49
2024-01-02 00:00,Sub2,F2,327,155,101,80,22,287,117,57,87,11
2024-01-02 01:00,Sub2,F2,335,158,106,71,57,263,89,116,38,26
2024-01-02 02:00,Sub2,F2,352,142,94,27,19,333,76,106,54,46
2024-01-02 03:00,Sub2,F2,349,167,115,46,21,295,131,102,16,23
2024-01-02 04:00,Sub2,F2,348,149,101,66,18,271,119,87,56,14
2024-01-02 05:00,Sub2,F2,329,149,98,53,48,262,82,123,52,21
2024-01-02 06:00,Sub2,F2,335,155,102,58,10,338,110,52,61,23
2024-01-02 07:00,Sub2,F2,351,150,101,99,55,242,175,118,57,26
2024-01-02 08:00,Sub2,F2,367,164,113,92,57,211,166,84,66,25
2024-01-02 09:00,Sub2,F2,350,164,112,90,32,220,77,138,47,49
2024-01-02 10:00,Sub2,F2,320,150,98,43,55,244,160,54,40,49
2024-01-02 11:00,Sub2,F2,350,183,126,55,35,302,142,58,29,27
2024-01-02 12:00,Sub2,F2,327,156,104,42,27,345,119,72,77,36
2024-01-02 13:00,Sub2,F2,332,150,100,73,56,201,70,59,16,48
2024-01-02 14:00,Sub2,F2,306,147,95,27,58,239,116,55,21,19
2024-01-02 15:00,Sub2,F2,361,161,123,25,50,245,116,122,74,10
2024-01-02 16:00,Sub2,F2,357,154,105,86,23,320,129,45,45,29
2024-01-02 17:00,Sub2,F2,322,173,113,93,50,312,99,89,26,21
2024-01-02 18:00,Sub2,F2,321,156,102,45,56,221,82,127,56,35
2024-01-02 19:00,Sub2,F2,332,167,111,90,44,241,83,84,43,14
2024-01-02 20:00,Sub2,F2,326,145,96,21,36,307,166,49,61,47
2024-01-02 21:00,Sub2,F2,338,180,122,60,24,211,150,64,70,18
2024-01-02 22:00,Sub2,F2,346,169,114,59,49,275,164,60,26,12
2024-01-02 23:00,Sub2,F2,328,157,103,59,36,346,130,49,73,14
2024-01-03 00:00,Sub2,F2,327,146,97,53,28,261,128,61,56,14
2024-01-03 01:00,Sub2,F2,317,131,84,62,19,240,86,70,17,48
2024-01-03 02:00,Sub2,F2,311,165,109,31,41,331,80,49,16,25
2024-01-03 03:00,Sub2,F2,313,181,120,80,29,239,156,131,85,19
2024-01-03 04:00,Sub2,F2,339,141,93,41,35,300,86,135,72,33
2024-01-03 05:00,Sub2,F2,321,148,98,31,52,337,119,60,36,43
2024-01-03 06:00,Sub2,F2,323,150,99,69,46,239,171,123,32,48
2024-01-03 07:00,Sub2,F2,323,182,121,82,40,205,78,104,16,30
2024-01-03 08:00,Sub2,F2,363,155,106,93,39,216,128,84,54,41
2024-01-03 09:00,Sub2,F2,354,162,109,35,49,255,166,62,78,15
2024-01-03 10:00,Sub2,F2,333,142,93,75,12,247,162,94,24,21
2024-01-03 11:00,Sub2,F2,326,153,100,63,15,244,107,104,72,16
2024-01-03 12:00,Sub2,F2,320,160,105,27,52,344,146,68,42,23
2024-01-03 13:00,Sub2,F2,334,181,121,78,11,226,163,116,15,16
2024-01-03 14:00,Sub2,F2,333,152,102,98,26,241,162,76,75,42
2024-01-03 15:00,Sub2,F2,318,165,110,80,10,298,100,43,24,38
2024-01-03 16:00,Sub2,F2,346,161,108,98,52,276,140,116,34,39
2024-01-03 17:00,Sub2,F2,333,170,130,74,17,342,83,113,80,7
2024-01-03 18:00,Sub2,F2,345,147,98,36,22,347,91,85,50,20
2024-01-03 19:00,Sub2,F2,334,151,99,82,39,237,83,50,15,27
2024-01-03 20:00,Sub2,F2,318,163,107,33,12,290,96,48,69,42
2024-01-03 21:00,Sub2,F2,334,171,117,93,20,259,73,51,32,14
2024-01-03 22:00,Sub2,F2,328,163,107,59,43,324,140,99,29,44
2024-01-03 23:00,Sub2,F2,338,175,116,87,32,330,106,112,19,16
2024-01-04 00:00,Sub2,F2,324,154,119,87,40,221,121,120,43,38
2024-01-04 01:00,Sub2,F2,329,132,87,83,50,273,168,95,24,26
2024-01-04 02:00,Sub2,F2,327,158,105,26,21,211,156,48,15,19
2024-01-04 03:00,Sub2,F2,329,153,103,73,21,333,147,111,55,40
2024-01-04 04:00,Sub2,F2,341,150,100,62,28,318,139,103,35,24
2024-01-04 05:00,Sub2,F2,313,174,115,84,37,279,147,57,24,8
2024-01-04 06:00,Sub2,F2,373,161,112,58,55,343,178,53,52,38
2024-01-04 07:00,Sub2,F2,333,157,106,41,39,302,118,46,62,25
2024-01-04 08:00,Sub2,F2,330,158,104,68,36,241,112,42,80,48
2024-01-04 09:00,Sub2,F2,335,180,122,76,39,320,111,96,86,15
2024-01-04 10:00,Sub2,F2,322,169,112,82,56,295,121,69,21,33
2024-01-04 11:00,Sub2,F2,334,156,103,53,48,287,113,71,33,18
2024-01-04 12:00,Sub2,F2,356,169,123,88,59,294,130,131,49,33
2024-01-04 13:00,Sub2,F2,337,143,94,83,33,307,120,71,40,25
2024-01-04 14:00,Sub2,F2,311,153,98,94,36,320,129,56,82,12
2024-01-04 15:00,Sub2,F2,356,162,107,96,14,277,146,88,45,44
2024-01-04 16:00,Sub2,F2,385,192,136,34,13,211,111,74,61,25
2024-01-04 17:00,Sub2,F2,319,144,96,64,18,262,75,87,19,44
2024-01-04 18:00,Sub2,F2,328,172,115,78,51,245,107,84,23,37
2024-01-04 19:00,Sub2,F2,311,146,96,66,15,236,77,114,64,45
2024-01-04 20:00,Sub2,F2,336,154,103,90,57,270,106,89,25,6
2024-01-04 21:00,Sub2,F2,350,151,101,50,21,286,138,113,88,24
2024-01-04 22:00,Sub2,F2,353,173,117,96,10,241,113,120,16,23
2024-01-04 23:00,Sub2,F2,322,166,110,53,20,317,156,83,81,30
2024-01-05 00:00,Sub2,F2,333,155,104,31,10,223,116,52,50,49
2024-01-05 01:00,Sub2,F2,365,137,92,87,55,310,127,55,42,29
2024-01-05 02:00,Sub2,F2,343,149,100,37,55,327,88,93,84,18
2024-01-05 03:00,Sub2,F2,325,170,112,39,27,287,134,109,57,47
2024-01-05 04:00,Sub2,F2,313,160,105,62,11,340,168,126,37,35
2024-01-05 05:00,Sub2,F2,330,161,107,35,36,280,175,139,66,13
2024-01-05 06:00,Sub2,F2,314,160,103,67,44,334,140,82,72,39
2024-01-05 07:00,Sub2,F2,329,148,97,77,23,288,81,109,47,28
2024-01-05 08:00,Sub2,F2,333,152,102,99,18,309,121,118,81,5
2024-01-05 09:00,Sub2,F2,350,166,113,80,49,267,99,55,52,22
2024-01-05 10:00,Sub2,F2,329,182,121,64,46,316,120,77,40,25
2024-01-05 11:00,Sub2,F2,316,163,105,92,43,251,146,55,29,31
2024-01-05 12:00,Sub2,F2,345,159,105,26,16,252,96,80,16,47
2024-01-05 13:00,Sub2,F2,326,154,102,83,15,305,117,130,38,40
2024-01-05 14:00,Sub2,F2,327,150,99,35,39,201,95,111,47,31
2024-01-05 15:00,Sub2,F2,340,161,107,52,40,247,126,97,41,44
2024-01-05 16:00,Sub2,F2,340,144,98,71,43,345,179,54,63,44
2024-01-05 17:00,Sub2,F2,322,167,111,94,44,287,72,132,75,8
2024-01-05 18:00,Sub2,F2,357,156,107,26,28,345,148,135,61,40
2024-01-05 19:00,Sub2,F2,337,137,92,21,58,257,142,108,53,49
2024-01-05 20:00,Sub2,F2,332,170,115,31,50,342,176,98,75,37
2024-01-05 21:00,Sub2,F2,344,159,105,44,38,277,80,109,35,44
2024-01-05 22:00,Sub2,F2,347,153,104,27,22,310,142,105,89,46
2024-01-05 23:00,Sub2,F2,346,168,113,71,44,319,153,122,16,35
2024-01-06 00:00,Sub2,F2,332,172,114,63,28,290,100,97,59,27
2024-01-06 01:00,Sub2,F2,333,185,125,90,49,213,147,99,78,19
2024-01-06 02:00,Sub2,F2,326,159,106,38,16,271,135,124,23,35
2024-01-06 03:00,Sub2,F2,314,165,109,99,32,328,160,81,24,16
2024-01-06 04:00,Sub2,F2,320,154,103,49,50,225,136,72,74,23
2024-01-06 05:00,Sub2,F2,339,166,111,68,29,307,146,93,88,37
2024-01-06 06:00,Sub2,F2,338,155,104,61,25,200,173,105,17,36
2024-01-06 07:00,Sub2,F2,328,146,96,86,52,280,109,97,83,40
2024-01-06 08:00,Sub2,F2,335,159,105,64,42,297,76,123,54,12
2024-01-06 09:00,Sub2,F2,336,149,99,78,51,343,86,44,72,32
2024-01-06 10:00,Sub2,F2,289,156,101,68,30,239,87,128,20,6
2024-01-06 11:00,Sub2,F2,331,169,111,93,22,232,102,65,81,7
2024-01-06 12:00,Sub2,F2,344,155,102,75,59,262,114,83,81,30
2024-01-06 13:00,Sub2,F2,340,160,106,28,35,318,174,43,29,33
2024-01-06 14:00,Sub2,F2,310,159,104,31,28,345,138,119,40,21
2024-01-06 15:00,Sub2,F2,297,162,105,81,35,224,112,48,37,37
2024-01-06 16:00,Sub2,F2,332,162,107,64,36,220,77,61,84,39
2024-01-06 17:00,Sub2,F2,331,153,100,75,50,213,88,120,26,47
2024-01-06 18:00,Sub2,F2,328,134,88,21,37,284,81,70,35,31
2024-01-06 19:00,Sub2,F2,340,154,104,59,26,268,127,125,70,35
2024-01-06 20:00,Sub2,F2,351,168,114,79,22,203,93,100,15,17
2024-01-06 21:00,Sub2,F2,335,173,115,74,47,213,127,87,71,38
2024-01-06 22:00,Sub2,F2,313,156,103,41,20,329,142,111,81,48
2024-01-06 23:00,Sub2,F2,319,158,105,58,36,342,178,61,40,25
2024-01-07 00:00,Sub2,F2,347,155,105,21,54,293,144,90,80,33
2024-01-07 01:00,Sub2,F2,350,172,116,67,39,299,76,120,35,19
2024-01-07 02:00,Sub2,F2,321,170,112,48,43,203,145,47,20,13
2024-01-07 03:00,Sub2,F2,359,146,100,44,35,294,162,113,25,16
2024-01-07 04:00,Sub2,F2,334,169,113,77,53,232,149,99,21,49
2024-01-07 05:00,Sub2,F2,322,152,98,20,19,206,90,107,84,5
2024-01-07 06:00,Sub2,F2,345,188,127,61,18,333,132,85,15,42
2024-01-07 07:00,Sub2,F2,330,156,104,20,55,237,149,137,23,49
2024-01-07 08:00,Sub2,F2,332,142,93,24,47,216,108,121,15,12
2024-01-07 09:00,Sub2,F2,318,175,116,67,37,311,152,45,62,46
2024-01-07 10:00,Sub2,F2,347,148,101,95,48,204,95,105,58,28
2024-01-07 11:00,Sub2,F2,353,143,97,64,29,238,175,53,48,29
2024-01-07 12:00,Sub2,F2,321,176,116,91,16,303,99,91,31,20
2024-01-07 13:00,Sub2,F2,323,148,97,93,52,343,170,78,82,24
2024-01-07 14:00,Sub2,F2,341,140,93,59,27,226,90,98,19,44
2024-01-07 15:00,Sub2,F2,339,155,127,29,13,317,130,45,16,26
2024-01-07 16:00,Sub2,F2,325,158,104,56,31,288,152,69,28,6
2024-01-07 17:00,Sub2,F2,313,174,114,43,23,284,82,133,24,43
2024-01-07 18:00,Sub2,F2,324,149,98,73,52,347,72,123,32,22
2024-01-07 19:00,Sub2,F2,340,162,110,26,22,254,140,56,22,5
2024-01-07 20:00,Sub2,F2,349,164,112,41,12,297,84,70,76,41
2024-01-07 21:00,Sub2,F2,305,158,103,37,25,209,160,56,79,39
2024-01-07 22:00,Sub2,F2,317,169,110,78,33,205,123,75,41,41
2024-01-07 23:00,Sub2,F2,353,164,111,93,55,227,102,110,82,33
2024-01-08 00:00,Sub2,F2,321,131,86,80,53,230,96,61,44,19
2024-01-08 01:00,Sub2,F2,343,149,98,62,35,338,100,60,16,46
2024-01-08 02:00,Sub2,F2,338,158,106,69,26,312,166,115,21,34
2024-01-08 03:00,Sub2,F2,345,151,111,24,44,299,83,137,85,7
2024-01-08 04:00,Sub2,F2,331,161,108,21,55,286,128,58,72,16
2024-01-08 05:00,Sub2,F2,357,139,94,96,59,325,78,44,70,15
2024-01-08 06:00,Sub2,F2,336,166,111,61,56,328,94,61,21,18
2024-01-08 07:00,Sub2,F2,319,164,133,61,12,201,103,68,31,48
2024-01-08 08:00,Sub2,F2,323,173,114,96,25,294,101,67,19,30
2024-01-08 09:00,Sub2,F2,332,150,99,55,19,233,103,110,43,46
2024-01-08 10:00,Sub2,F2,306,150,98,38,21,231,74,86,72,27
2024-01-08 11:00,Sub2,F2,349,177,120,48,58,292,153,104,41,6
2024-01-08 12:00,Sub2,F2,329,144,94,87,32,273,97,61,41,37
2024-01-08 13:00,Sub2,F2,307,164,107,94,27,310,149,116,47,26
2024-01-08 14:00,Sub2,F2,372,170,116,90,14,257,152,77,38,17
2024-01-08 15:00,Sub2,F2,316,157,103,49,15,325,85,111,82,46
2024-01-08 16:00,Sub2,F2,320,165,109,95,11,203,138,62,51,45
2024-01-08 17:00,Sub2,F2,346,146,98,47,48,265,146,115,54,24
2024-01-08 18:00,Sub2,F2,322,169,111,89,20,232,130,46,45,28
2024-01-08 19:00,Sub2,F2,332,162,107,47,23,251,169,95,72,37
2024-01-08 20:00,Sub2,F2,338,157,105,45,48,270,134,116,74,32
2024-01-08 21:00,Sub2,F2,355,163,111,27,25,303,115,43,68,10
2024-01-08 22:00,Sub2,F2,349,158,107,70,27,228,113,82,18,23
2024-01-08 23:00,Sub2,F2,366,165,113,24,11,261,138,99,60,42
2024-01-09 00:00,Sub2,F2,353,173,118,89,53,302,112,52,84,12
2024-01-09 01:00,Sub2,F2,304,169,110,63,49,253,157,121,88,36
2024-01-09 02:00,Sub2,F2,345,156,104,91,26,270,96,138,64,27
2024-01-09 03:00,Sub2,F2,330,143,95,52,17,287,86,90,49,24
2024-01-09 04:00,Sub2,F2,347,166,112,21,22,327,99,102,76,41
2024-01-09 05:00,Sub2,F2,336,165,128,83,58,226,165,71,63,46
2024-01-09 06:00,Sub2,F2,330,172,114,69,47,215,82,57,47,22
2024-01-09 07:00,Sub2,F2,332,173,116,50,34,323,171,105,52,19
2024-01-09 08:00,Sub2,F2,338,158,105,92,59,294,147,60,43,39
2024-01-09 09:00,Sub2,F2,319,159,104,82,47,280,81,139,69,36
2024-01-09 10:00,Sub2,F2,307,145,94,75,10,320,108,64,43,38
2024-01-09 11:00,Sub2,F2,342,162,109,68,59,225,83,51,43,34
2024-01-09 12:00,Sub2,F2,320,142,106,50,21,272,96,66,79,9
2024-01-09 13:00,Sub2,F2,329,155,102,55,21,290,121,102,28,33
2024-01-09 14:00,Sub2,F2,307,168,111,74,21,254,175,45,16,36
2024-01-09 15:00,Sub2,F2,334,164,108,68,59,307,130,92,36,46
2024-01-09 16:00,Sub2,F2,353,145,112,44,14,215,119,68,64,33
2024-01-09 17:00,Sub2,F2,351,144,96,85,28,279,97,104,39,31
2024-01-09 18:00,Sub2,F2,337,183,146,84,19,302,105,44,55,27
2024-01-09 19:00,Sub2,F2,352,148,98,64,32,256,147,61,82,27
2024-01-09 20:00,Sub2,F2,329,170,113,56,35,298,118,60,22,44
2024-01-09 21:00,Sub2,F2,344,173,118,41,42,311,146,64,64,22
2024-01-09 22:00,Sub2,F2,309,153,99,55,36,247,154,75,62,49
